title,year,certificate,runtime,genre,rating,image
8 Thottakkal,2017,U,145 min,"Action, Crime, Thriller            ",6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoPV360FCJB4RTqAy1IoTcOoQRiv33koPyysLv28MDzgLMJLbdLmQHmfnecfA&s
Jhalle,2019,UA,129 min,Comedy            ,3.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoDwIrgqZ402iPJ0NSn9X61iQUjBcv8ZXihv0oFM_PyJqr_Pz-4jSsMsZniBI&s
Ferrous,2022,18,140 min,Crime            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaXbnWvKQeeUE-D-L-DcvauX6WkANevG_lGg4t8rGH9vuSEXfudqBjjSmyig&s
Daddy,I 2001,U,157 min,Drama            ,7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQz9hw3yN2BmMexXjqnTounwWdM5kJjhzE_wtcl7N8_OU5Xp4qWusy5woj-Lwk&s
Shikari,2018,A,109 min,"Comedy, Drama            ",5.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDV-bR_f5JX_CbpcadJKIft5vjeQaODPkh0ON6cUtBZC1ZVIlbCXkNF-7ZPw&s
Haseena Parkar,2017,UA,135 min,"Biography, Crime, Drama            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg-BU78doncZ_-lUsyM_hheXtpXkpiKc8PdaHnONk0FHcZuMvoFBp1LeTPIPc&s
Unpaused: Naya Safar,2022–,UA 16+,29 min,Drama            ,8.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqfNKWWKvfFWSMxxvBAC0x-xXmz3QUyfHxfcmNctiiWj3iklQlAxy2RgmCoA&s
Paanch,2003,(Banned),130 min,"Crime, Thriller            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRi9_cb3Qj_axYRO02sSKr-w9IxEAxWRWaO-3NhU5ooLHviBIQTrcTTMlMsA&s
Rachcha,2012,UA,143 min,Action            ,6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRM53CoFawot5lzjLR-0wJmqImW1dj_loERbn4GjYdPitRgga9j7wp6wAIVYKg&s
Chakravyuha,2016,UA,124 min,"Action, Thriller            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUIxIeeHBpJNZB4tiIf1v4MlCDqCEpxgaL7YG135DgkhHu4T2byO4h5z88PA&s
Do Ankhen Barah Haath,1957,U,143 min,"Comedy, Crime, Drama            ",3.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpXRHDnJKI7gU7TRkaTSfIUtg1HEFr9nWtNYKzX18nhm818vkYPYALkqjncxw&s
Insaf Ka Tarazu,1980,A,146 min,"Crime, Drama            ",3.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTiUowTJHRSHe8IiKWdVVCticQ0RLe1R6Ily4a2ZXJDOD51OLlNgaY0n9O2MQ&s
Shikari,2016,U,145 min,"Action, Crime, Drama            ",7.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDV-bR_f5JX_CbpcadJKIft5vjeQaODPkh0ON6cUtBZC1ZVIlbCXkNF-7ZPw&s
Poorna,2017,UA,100 min,"Action, Adventure, Biography            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR117aBfMLoDXdO8Rn9VTvwuapSaoeFgbsxOAhMH_HN86Q6eGLnOxn-dUmnyro&s
Simon Daniel,2022,UA,122 min,"Adventure, Drama, Mystery            ",10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTC11rrVHuWA8d3YccrYb_qhSaKU9g9qujwKkg3PjDHi2yjeic6ZcTzQtcvRw&s
Shool,1999,A,138 min,"Action, Crime, Drama            ",8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIDyrgWgpLidFsgXjBfVObIGP8r2QYAdan3nUQn7jfGLpknmI4SIhXxVtlvg&s
Saathi,1991,A,175 min,"Action, Crime, Drama            ",7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP5DzlN4UQEPbiZO1YBDM3dzWrP6-zVs09uUpyFGCXFSNmYRGV3cCfwaZlFg&s
Aay Khuku Aay,2022,U,128 min,Drama            ,6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeAPXPEJjV9GliOXs9VBYUKhms_YnpOnIYdNGEAIeP6KHS_GmMxr60xMlGcEk&s
Tony,I 2018,UA,124 min,Thriller            ,5.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYzaeVd-Fd9nFarZYDGhNpfAYWf8zS7c85pp_xzGyd2KbnLKE1c0wALEzxZw&s
Helmet,I 2021,UA,104 min,"Comedy, Drama            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ2TxfJuIThGfrQYumSfyBGqM_D2SbwvuMKOjfq29qdVYKV0WifdPlHnTUQg&s
Atithi Bhooto Bhava,2022,UA 13+,114 min,"Comedy, Drama, Romance            ",6.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR22A6LT7XkFjaa0dREFdiTNr7UUyvB1IHml2SstNmb6v8Mfc87xqFjs7m_JQ&s
Rang Rasiya,2008,A,132 min,"Biography, Drama, Romance            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmMHwD3q_vGbkmnVYgTTgNqxuIdlo01AF5m4XdRMDZxKYQanAgo-eE29l0AA&s
19 1 a,2022,UA 7+,108 min,Drama            ,8.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROzdU02TvTBxM8pE4DYdfysrw162AZ50f6pwp1CJSycYTuRc5UuaoI2ZGMIQ&s
Kanthaswamy,2009,UA,190 min,"Action, Adventure, Crime            ",8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBnHw4R-FMKSAk5fdfLvcMBvq53EYYNvHxt2Y_wnmOpR0PgNOpxsoiqTntXQ&s
Tum Mile,2009,U,140 min,"Drama, Romance            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq9Kfaseece17vv0k4fc7RbgqRQ5GBqJl8Y7T4RqdqxwXFjv9ubdWBGD1Alw&s
Tees Maar Khan,2010,UA,135 min,"Comedy, Crime            ",8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTr7W1FdoGK3s8uOyLxzmvQ-_YN8UooEgKzqHEe3ivobR1DQxQLY5feNIbCU0&s
Kaanekkaane,2021,UA 7+,120 min,"Drama, Thriller            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFcL7qYpd-oXBOX3KmqrR0SPEDo4bLp-PngwC5BBXYjWkW4O_myGfuq1692A0&s
Attention Please,2021,UA 13+,118 min,Thriller            ,8.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbf8mhnt0MIAnERR9KWCDbONlVA6hRVZgt5OE4o37WWusexskDqBpf4HV4ug&s
Girlfriend,2004,A,126 min,Drama            ,6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZfqqkOuySGaGXeK3zUZT73rLACcxs0KbUEtDSLwQouuGYFaGqIH-6oPpeFAY&s
Aamhi Jato Amuchya Gava,1968,U,133 min,Drama            ,6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYuDq07shLZ9l3mE3nOtdC1O8njbEI2tXxkSDsmyu3u2q8H3a8KK4PjnEX3g&s
Surya,2021,UA,34 min,Drama            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVa844v4avB-DO8hiUUTD6XJ3bTvwSdemYO4a_Os8hmcWB8ldoaILN3AFNQ18&s
Tere Layi,2022,U,126 min,Romance            ,5.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwV-ZDVCUon8-tE2KJH4dV2AfZquGFo57jefZyoCRqwYzeGXg03XYBy_dKDXw&s
Eedo Rakam Aado Rakam,2016,UA,129 min,"Comedy, Romance            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAS_s75xNQGHXmitIP8bFTBDrJiEOIy1hyE7B6vMiCQdLshNohZ9r4Zv0ykN4&s
Pitta Goda,2016,U,113 min,Drama            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-pvqgYQ-OieL1cZf9w--NseFSTliB4XaurWu_8EPCdoGIzgSRP4JpaWIqdA&s
Oru Vadakkan Veeragatha,1989,U,168 min,"Drama, History            ",5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7EBrgXJmjZzDMvGl8wNEUGmPv46Jemjpne9C4SZi0KrGDhixmtxkQc_UtkBM&s
Maryan,2013,U,150 min,"Action, Drama, Romance            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5IuOBNdhof1n-PahQwDu0n2KwYnpEjFEHNTTu87tzR5Lig7_8rrmuQOfH8aY&s
Ayee Milan Ki Raat,1991,U,152 min,Romance            ,8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZRCeLf4FhEtSRF0BCNUOWMDgETnJ3ju26uaSbLb_GCgZW2UWynIVPYnB9MA&s
Yajamana,2019,U,164 min,Action            ,8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROvyKeT3LaFNib0NJOtRdMsTwOGiJBqFu93Z1tbDKrpp6gRtY9WrgTfNALwRY&s
Kolaiyuthir Kaalam,2019,UA,100 min,"Drama, Thriller            ",5.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXC8dIYunHs3lXMIVnhIw6SoSzmwbIfChux70C41Yf_106C46iIpw-xWe_Y-M&s
Sunghursh,1968,U,175 min,"Action, Crime, Drama            ",3.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR62qE1t16YszpIpV8DjRgND3oWgEDWTaXwUHeLkzKJKpUb8Y5rlqbMjWNsgbc&s
Molly Aunty Rocks,2012,U,128 min,Drama            ,8.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRytl6GE-0s9C7pd_0TpOw5tsEnhV7u04JvDOzT46KkWwzMX4Rqr9xXtHSnug&s
100,I 2019,UA,141 min,Action            ,8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIDShO6cevDKXeuFd_6svKo2I7iUmUFCSEDQoFlpeJgv_0S46PhfvXCtVkxQ&s
Prem Amar,2009,U,140 min,Romance            ,5.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRirEOQzSbDFJQG043xlONUqq_M7LBq12H9CGgX4OklPYoBWNIhZt5jxsZ-8Q&s
Police Aur Mujrim,1992,UA,146 min,"Action, Musical, Romance            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBiqSG3v794c0-uT2Wa5_12c_wsBbRVAN4RSnExftLycvM4aZHA9PuUe_jTw&s
Mumbai Meri Jaan,2008,A,134 min,Drama            ,3.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjy_wtlJ5kIhUe_GRlhkjd1IcS97EOjbSRVFEHTulOhixtHvK_OGc4FtTuA_A&s
Testing Movie1,2015,PG,156 min,"Animation, Adventure, Family            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkv_m22N0BGuxmlN2N_iluW69iUMIijitoQjqOSDQJzf8y5zCwPTDR8N7aePM&s
Ishq Subhan Allah,2018–,U,20 min,"Drama, Romance            ",6.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRphCWcTaK6mBIKYxvI2Vivm14PXQ_MmhBJvuRGDOMwdCGGpNXUj538iLhsgw&s
Ek Aur Ek Gyarah: By Hook or by Crook,2003,U,144 min,"Action, Comedy, Crime            ",8.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTqYkU7LQBKj4FMIlDDU4m4qOAa7nrFKTuMYbUCLqTfm1WP4pgx7zX4DlDF5g&s
Mr. Airavata,2015,UA,157 min,Action            ,2.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcYcxm4b6xyWXHszrvdaq1Px1BIlpwDLph1mANY-7JBXMQVsdN3vnSRBBx_Q&s
Darling,I 2021,UA,150 min,Comedy            ,5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVmGffPzrEBMWuM7l1dNWDMfjYsSKYXiRJ7BHO8nsU5GVlkn-IxdJpFUnL7A&s
Kalakalapu 2,2018,UA,154 min,"Comedy, Drama            ",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQE4UZmtVWZutzP5XGxm8-PyxXSR8fg6bLVEscjq5o-RTNUZ1JJ3Kq8eYgWoOY&s
Jurm,1990,A,103 min,"Action, Crime, Romance            ",5.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP6u8RXC6SA7uqqEFDKa3KUt6lUlwh-MAWHWiBbm8lc94LDG25crO-aFOmBuc&s
Ayogya,2019,UA,146 min,"Action, Crime, Drama            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnG1OaVwqEiVowUbQsAY0AUmqiqZxBLmC4u_wtx-_ZuPPu6kmVv6rzdZXcxg&s
Kalki,I 2019,UA,141 min,"Action, Comedy, Crime            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4r72cCZPdCcfeVAVVDmkCJ49lna3VOYQdLK_x7lmIzPzxi2SX7qiytl1uAko&s
Jackpot,II 2013,A,132 min,"Comedy, Thriller            ",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSe4o6qmfCdzfKZzOrWuCiMDwTnnXJuo_rcMOgzDlKt7V7Hv8698GtgtCg08g&s
Daku Ramkali,2000,A,134 min,"Adventure, Drama, Musical            ",7.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGpoX-TfqYCVXAUuYFz0HHUdM676ZRs8CIMNi9WpLx_EPHarMhnyagUWOUjm8&s
Moothon,2019,UA,125 min,"Action, Crime, Drama            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0dW7drLXRhljaJjTZysazYGY1olhX-gnYtyYtBmD55BM26EXHgFArHeXP7JY&s
Family Drama,2021,A,132 min,Drama            ,3.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIb0zgGmzXAM1gCPvvxGwrsCI_t6aXV8SAPHokRpNVEwYOSPStWBjBimN8aw&s
Utsav,1984,A,145 min,"Drama, Music, Romance            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUxE4v80Gj_cBINMaojrNwjGt2xfBT4464T88BJRtXE63NiLbgsBB-rUTyBw&s
Veetla Vishesham,2022,U,130 min,"Comedy, Drama, Family            ",6.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFrf7o0ibBPOMaGyXEvoSaWE9ghBcic_09BFazM9_UAyUDhZyHunggJpnUvw&s
Jungle Cry,2022,UA 13+,117 min,"Drama, Sport            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQSDlxmyqPxLn5TC_L4uTfO8JTdEgVS2rsWBu_HXrYvybVwABddXSAKRUsEVQ&s
Ascharyachakit!,2018,18,90 min,"Drama, Romance            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCOBjKE-xGdvgmyR-qvEtg2f4IjC2bO0m_5CjFkL_WUu8HJZNqwTStuxMtOw&s
Janatha Garage,2016,UA,162 min,"Action, Crime, Drama            ",6.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOfDoWnQcjggchtHugvn5O00IKA285_Xl0RxqRfm2DNfr3kV5R2TtudMUtQgo&s
Yaariyan,2014,UA,145 min,"Drama, Romance            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdgca0m1sUlIfHkj1ooe_B03T0o3yV2utOwemtyytEe2U0uvNeMGBDfDcsjA&s
Uttaran,2008–,13,20 min,Drama            ,8.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5_XrGx6X9786Kx5MtmAijMhfeDRw9h7hj74NdRgx1EsRlCyNqWBn5BBD098Y&s
Ramanujan,2014,U,153 min,"Biography, Drama, History            ",5.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqWdSso9UcT81oFzbe8HVS3ewv5otKuVGxDnPhuwF-4Jfxwd5xgLY2Oc_G4Fw&s
Kasturi,2007–2010,UA 13+,20 min,Drama            ,7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXycTevenLJ8t8O0WNhsvxrddxe3eSij-uvTtmYyfQ6FXcgboZIxg3gYu4jjA&s
Kalakalappu,2012,U,135 min,Comedy            ,7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV0SDTEGkzeUpK1OY8E5nAvKSdMhdCpLAmninTU3RKe-sHpE-BAl_ydjSMnQ&s
Lai Bhaari,2014,U,157 min,Action            ,4.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdN_T3OpGOBDnyDe3yOPwtMdwq0uZq0sKQowoayuv_rhmmcxvGef2IhcS00aM&s
Tera Intezaar,2017,A,108 min,"Romance, Thriller            ",7.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRw5-3Z40S5sGopz6Dx5QrfsgmQST6xFsCeFI0CjK4C-71o16HiOJVHRxoj6A&s
LIE,2017,UA,145 min,"Action, Adventure, Thriller            ",6.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtere34FXaPbVFc9r9OJKmT3scLS2X26uabyp1GXIgou0e5U2Gc7Wbc5FoKbs&s
The Eken,2022,UA,132 min,"Comedy, Crime, Mystery            ",4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHyjchDrM9iJVmbOmxwD3qA-pwY0aacygGfPfRq9wElvwQH9HFLs1kpU5FrQ&s
Sunday Holiday,2017,U,135 min,"Comedy, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQYNMPtU33fs3VqEzGklr2qUKV9TH7w0y9h3xt7D_lgkCXk6hvhKoyA2KOSLX4&s
Tsunami,I 2021,U,122 min,Comedy            ,5.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgGVlaIVw78FnyAQILwe08WwcJQJpCTdslexY182GLbYUpZ5zH2UCZfwJdMMo&s
Katyar Kaljat Ghusali,2015,U,162 min,Musical            ,4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOr7afJRbfxcqI3P3e3KpZB7Njlqsf6rnh1dwbEN5YbwjhXfe2iZPKtnuQpow&s
Bewafa Sanam,1995,U,144 min,"Drama, Romance            ",5.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkchdoRq5ZqQVIKCzqOZ3QOuZVDMsWOzYyeKd0CK6cFzHKza9xtvxpi7r7jw&s
Singh Saab the Great,2013,UA,134 min,"Action, Drama            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREei5L2GpsGOOQDXhwb2O7GOeZPiCUJTou-OquigU4lfCEv5cFYK4iA9Z_Wu4&s
Chashme Baddoor,2013,UA,121 min,"Comedy, Drama            ",3.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDZMvH-duW25NJbv3iBz2rLVGsxlLUtH6GwPyW8vYjihQq24TAyTDDoJIc51Q&s
Aambala,2015,U,146 min,"Action, Comedy            ",8.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMiOhixjxp4nWOy1PrNiMVz68p66sjB3CyqzDcOWuJIgk4ZnZ0_oyWZHDDh9g&s
Kick 2,2015,UA,170 min,"Action, Comedy, Romance            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlURkelzCmAyIR8Q4P9udITwnsrrxYETg9EZuAZ2gp5rnua-8k4AgI6om00mo&s
Velvet Nagaram,2020,UA,95 min,Thriller            ,8.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRk3C5t3JXkk6AxDlM-fytHk4elv_lG2fVp-SW2OermFIzzAH-Dg9icMCJZP44&s
90 ML,II 2019,A,159 min,"Action, Drama, Romance            ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6Q1dmbfhbe1tDf9TNiBeTMOOnzZNBXb6hh4qcrn-oeEuFHJG1tum7bXygjj8&s
Pattathu Arasan,2022,U,136 min,Drama            ,8.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTksR_S8Ehw4qv-vMew2R15q7lLzyn-B62FVLyPYMax3j4qmxORiM1MAK24A&s
Saajan,1991,U,193 min,"Drama, Musical, Romance            ",6.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3hrFOyxGcjib8BltrqAJQlglSTZo89do_wtZEmGIbdtSlyCbQkWokfGtQYrc&s
The Whistleblower,2021–,UA 13+,48 min,"Drama, Thriller            ",4.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSujEu14q8IoGDGBQQrYZvzuT_zzDKOTsgKaB3vrCMfXHcCesZ_dmbiqwU-dxQ&s
Phobia,I 2016,A,112 min,"Drama, Mystery, Thriller            ",6.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHF6MHB9AXjgkOAbwx3iqbq9KrJiQOu9NotHRy6rZejHYibYnDkZMUreaHVg&s
Ghilli,2004,UA,160 min,"Action, Drama, Romance            ",2.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThV82rrsQWegxTWTBUIHPWJDGkKaGGfUA-P1EFh-l-XbWUA2mxEyqVSgHW7Q&s
Shahenshah,1988,U,175 min,"Action, Adventure            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVPSHsmdRLFVwKb7A4uqfTyLPUbrvwvY3IB_UorRbVAo0nq4CTpGEwKxXYzA&s
Aan,1952,U,161 min,"Action, Adventure, Drama            ",7.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrDsyjN17m4cixXlc_fcpZRspyG5r_YfYn2zv8Nt1vpTmQ5SdkczwUARrjCQ&s
Rudra,2018–,7,22 min,Animation            ,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3G9iVYTw7kjhkS2L65aC8tnE6FkaD0RRI91cbifWcl8N-llj1XIyv1S5KJjo&s
Jack N Jill,2022,UA,125 min,"Comedy, Sci-Fi, Thriller            ",5.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQs0uUZM3QP9Na_oT9R-ELWRZ0CITKjfWWtRSr3D43CMG2c0wBZqY0DI3z4HQ&s
Gemini Ganeshanum Suruli Raajanum,2017,U,134 min,"Comedy, Crime, Thriller            ",7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0FjN7g6pEU0qC6tUo8LLt2uXbGXeIWag4LqsIiOP4zj1_YA-ibDNTT0axgGM&s
Partition,2007,R,116 min,"Drama, Romance            ",5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhjw89_0e8u5WzC9_HOM6pTRSEeLX-BXxJE_Ff0gTvtoO5w_GXufWtD_ekrYc&s
Hyper,2016,UA,144 min,"Action, Drama            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrhcK_JSqRvwi_lBBp6UQtPZ58mpIq8p8qTNs2uH_PUfMbQzF4XieQ6pV10Q&s
Mouna Guru,2011,U,153 min,"Action, Thriller            ",7.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT45_xizBvihqS5mwkdkfWEGSVNh8ikvvd3kM_0u_HZ7G379D4X-5ekxGV9yHQ&s
Pinjar: Beyond Boundaries...,2003,A,188 min,Drama            ,4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSB4GkJJgRswz95sZWU1mqchwRGwW1RlP9XCBasfVfRjLyMNcdZ9sUIFEK66AM&s
Milenge Milenge,2010,UA,109 min,"Drama, Romance            ",3.6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9jKmnD7lDmxtfThEOpSyvSCYE9DPUxd51Mp1-u6_s_vYnioWI_2AWesz-5KI&s
Filmistaan,2012,U,117 min,Comedy            ,5.1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT63-Mbv5YUNvrd9P0HOaTHx1B4TKbz1_JivOH3Dl8I4Bn5TMYCk8xuvW3FLHs&s
Shukranu,2020,A,90 min,Drama            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDATe84Ddl7SQHG2vF49x4-ddpkZv3Aspf6c11qAOSwL7hJT-TdtsRvYJYptY&s
Daag: The Fire,1999,A,152 min,"Action, Drama, Thriller            ",7.9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTD9RkmRNCKIaK8wDuo_alVw5ikMUtt6YQJLy2jTTI1qOaDzGRyNSImbsuzgpA&s
Raju Gari Gadhi 2,2017,UA,117 min,"Comedy, Horror, Thriller            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHdkDrmoLZgpLShbwkwN9t3IzvpVofCGw6MEbzx5RiG8IEL3ntnn6_AkspFQ&s
Good Luck Sakhi,2022,U,130 min,Drama            ,6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSuLIv6pheIRfM37_fjQr12n0xZbp7M_G6guiVbuZt9rr0V65ckA4ZyKH7XqYc&s
Rathinirvedam,1978,A,124 min,"Drama, Romance            ",7.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVKyaXB1XBH1AzKiVWapiOVqoLfSWlOXzzg0Xs2o_8XZwgLty9M_pSn5Fs_w&s
Meagamann,2014,UA,139 min,"Action, Drama, Thriller            ",6.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbVp7lEbjChTBCzr4UZ_UNpaR3TqxQMQ_95hgMOEm-sxWIBC8CqoOKTdTyFco&s
Tigers,2014,Not Rated,94 min,Drama            ,5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMsOkqxpRNNflB-kODU0GcHQOIiGKPPIqcflqwTYJbhUP7dpO3EuZLRgvopRU&s
Desamuduru,2007,UA,148 min,"Action, Drama, Romance            ",8.2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS67VIQWb8BtU58TXCZj1fNeyAgcypPbTZoo2vu-MyqyutoKUHTKfVhEDyM7A&s
Mundaasupatti,2014,U,148 min,"Comedy, Drama, Romance            ",8.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzr5qb5jTbcrAbnGjdTSAFsaiPQUc_5dmq6jtNOnldiZVaY1YmT8D0v4v2dt8&s
Holy Cow,2022,UA,120 min,Comedy            ,5.8,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9F6sH4p8On7Pp0UEdSLegbPBsWoFhrojMDYefKMzahSqM4cOWODx5-5hMHww&s
Jawaan,2017,UA,134 min,"Action, Thriller            ",6.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxMGnw3KAF4iADLGolJIrcKCbaYRSq4QubVRSb9akjAWDgUK0zNS1bCyniHF4&s
Rangula Raatnam,2018,U,137 min,Romance            ,7.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrGVGrLtRT2CLaSq-4VEWnQZQZdbrW7GSWyEQVjm7jm1mNpZBJ3r7JIsIy1Q&s
